Girl's x position: Girl's y position: Girl's speed: Bear's x position: Bear's y position: Bear's speed: Telephone booth's x position: Telephone booth's y position: 	X_G	Y_G	X_B	Y_B
	12.9653	1.29653	12.9454	1.29454
	12.9753	1.29753	12.9554	1.29554
	12.9852	1.29852	12.9653	1.29653
	12.9952	1.29952	12.9753	1.29753
	13.0051	1.30051	12.9852	1.29852
	13.0151	1.30151	12.9952	1.29952
	13.025	1.3025	13.0051	1.30051
	13.035	1.3035	13.0151	1.30151
	13.0449	1.30449	13.025	1.3025
	13.0549	1.30549	13.035	1.3035
	13.0648	1.30648	13.0449	1.30449
	13.0748	1.30748	13.0549	1.30549
	13.0847	1.30847	13.0648	1.30648
	13.0947	1.30947	13.0748	1.30748
	13.1046	1.31046	13.0847	1.30847
	13.1146	1.31146	13.0947	1.30947
	13.1245	1.31245	13.1046	1.31046
	13.1345	1.31345	13.1146	1.31146
	13.1444	1.31444	13.1245	1.31245
	13.1544	1.31544	13.1345	1.31345
	13.1643	1.31643	13.1444	1.31444
	13.1743	1.31743	13.1544	1.31544
	13.1842	1.31842	13.1643	1.31643
	13.1942	1.31942	13.1743	1.31743
	13.2041	1.32041	13.1842	1.31842
	13.2141	1.32141	13.1942	1.31942
	13.224	1.3224	13.2041	1.32041
	13.234	1.3234	13.2141	1.32141
	13.2439	1.32439	13.224	1.3224
	13.2539	1.32539	13.234	1.3234
	13.2638	1.32638	13.244	1.3244
	13.2738	1.32738	13.2539	1.32539
	13.2837	1.32837	13.2639	1.32639
	13.2937	1.32937	13.2738	1.32738
	13.3036	1.33036	13.2838	1.32838
	13.3136	1.33136	13.2937	1.32937
	13.3235	1.33235	13.3037	1.33037
	13.3335	1.33335	13.3136	1.33136
	13.3434	1.33434	13.3236	1.33236
	13.3534	1.33534	13.3335	1.33335
	13.3633	1.33633	13.3435	1.33435
	13.3733	1.33733	13.3534	1.33534
	13.3833	1.33833	13.3634	1.33634
